project_id,owner.login,name,description,url,createdAt,archivedAt,autoMergeAllowed,assignableUsers.totalCount,primary_language,primary_language_ratio,secondary_language,secondary_language_ratio,other_languages,stargazers.totalCount,mirrorUrl,#cmt,#pr,#mpr
5beebd870da3ef21a62b756e,apache,commons-rdf,Apache Commons RDF,https://github.com/apache/commons-rdf,2015-03-19T07:00:05Z,None,False,27,Java,1.00,,,,46,None,1311,56,37
58c8979e0da3ef6363ccb8de,apache,ant-ivy,Mirror of Apache Ant Ivy,https://github.com/apache/ant-ivy,2014-05-28T07:00:08Z,None,False,8,Java,0.95,HTML,0.02,"['XSLT', 'CSS', 'JavaScript', 'Slim', 'Ruby']",69,None,3189,81,28
58bfd5860da3ef7cef464c78,apache,commons-math,Apache Commons Math,https://github.com/apache/commons-math,2014-10-08T07:00:06Z,None,False,32,Java,0.99,R,0.01,"['HTML', 'CSS', 'Gnuplot', 'XSLT', 'Shell']",588,None,7222,160,39
5b1f9fbb0da3ef49b7d0a480,apache,mahout,Mirror of Apache Mahout,https://github.com/apache/mahout,2014-05-23T07:00:07Z,None,False,14,HTML,0.36,Python,0.33,"['SCSS', 'JavaScript', 'Shell', 'Ruby']",2155,None,4167,409,65
5b27c4cc0da3ef789daec0a1,apache,opennlp,Apache OpenNLP,https://github.com/apache/opennlp,2011-11-09T08:00:09Z,None,False,19,Java,0.97,HTML,0.02,"['Shell', 'Batchfile', 'CSS', 'PowerShell', 'XSLT', 'Dockerfile']",1462,None,2685,389,184
5b34a9210da3ef789cc240ec,apache,calcite,Apache Calcite,https://github.com/apache/calcite,2014-06-25T07:00:07Z,None,False,60,Java,0.99,HTML,0.00,"['SCSS', 'Kotlin', 'FreeMarker', 'Shell', 'Python', 'Batchfile']",4704,None,2926,2310,600
5b3b2d520da3ef789ec953ea,apache,cayenne,Mirror of Apache Cayenne,https://github.com/apache/cayenne,2009-05-21T01:05:37Z,None,False,7,Java,1.00,HTML,0.00,"['Shell', 'PLpgSQL']",321,None,6619,441,320
5b5838020da3ef04920e02fc,apache,archiva,Apache Archiva Repository,https://github.com/apache/archiva,2014-04-10T07:00:07Z,2024-04-25T13:25:21Z,False,12,Java,0.82,JavaScript,0.09,"['TypeScript', 'HTML', 'CSS', 'Shell', 'SCSS', 'Mustache']",327,None,10261,40,29
5da724f20da3ef03c84bcf48,apache,bigtop,"Bigtop is an Apache Foundation project for Infrastructure Engineers and Data Scientists looking for comprehensive packaging, testing, and configuration of the leading open source big data components.",https://github.com/apache/bigtop,2011-08-04T16:09:56Z,None,False,23,Java,0.26,Groovy,0.26,"['Shell', 'Python', 'Puppet', 'Scala', 'Makefile', 'Roff']",625,None,3298,695,248
5c87a7300da3ef6c8a4bf6d8,apache,commons-bcel,Apache Commons BCEL,https://github.com/apache/commons-bcel,2013-07-13T07:00:12Z,None,False,30,Java,0.95,HTML,0.05,['Shell'],253,None,1429,75,39
5bed276c0da3ef21a58b337a,apache,commons-beanutils,Apache Commons Beanutils,https://github.com/apache/commons-beanutils,2013-06-12T07:00:16Z,None,False,32,Java,1.00,Shell,0.00,[],289,None,1341,62,23
5bed58010da3ef21a58b337b,apache,commons-codec,Apache Commons Codec,https://github.com/apache/commons-codec,2009-05-21T01:20:25Z,None,False,35,Java,1.00,HTML,0.00,['Shell'],460,None,1838,67,26
5bed254e0da3ef21a62b756d,apache,commons-collections,Apache Commons Collections,https://github.com/apache/commons-collections,2009-05-21T01:12:20Z,None,False,35,Java,0.99,CSS,0.00,"['HTML', 'Shell']",688,None,3380,200,84
5bed583a0da3ef21a58b337c,apache,commons-compress,Apache Commons Compress,https://github.com/apache/commons-compress,2011-10-15T07:00:08Z,None,False,35,Java,1.00,Shell,0.00,[],348,None,2755,157,55
5bed83440da3ef21a2107882,apache,commons-configuration,Apache Commons Configuration,https://github.com/apache/commons-configuration,2013-02-26T08:00:12Z,None,False,34,Java,1.00,HTML,0.00,['Shell'],205,None,3717,83,34
5c87a9510da3ef6c89b69038,apache,commons-dbcp,Apache Commons DBCP,https://github.com/apache/commons-dbcp,2013-07-10T07:00:11Z,None,False,34,Java,1.00,Shell,0.00,[],347,None,2205,79,36
5bee79dc0da3ef21a58b337d,apache,commons-digester,Apache Commons Digester,https://github.com/apache/commons-digester,2013-07-12T07:00:18Z,None,False,31,Java,1.00,HTML,0.00,['Shell'],55,None,2535,11,0
5bee7a580da3ef21a58b337f,apache,commons-io,Apache Commons IO,https://github.com/apache/commons-io,2009-05-21T01:38:37Z,None,False,35,Java,1.00,HTML,0.00,['Shell'],1020,None,2262,180,77
