project,id,age,#commits,#added,#deleted,#files,#comments,#review_comments,bot,code_change,intra_branch,#approvals,#changes_requested,fix,test,buggy,is_member,url
directory-kerby,60fac25e0abd3ba6148ca011,10029.733333333334,1,1,1,1,0,0,true,false,true,0,0,false,false,false,false,https://github.com/apache/directory-kerby/pull/94
directory-kerby,60fac2610abd3ba6148ca01f,61961.55,1,1,1,1,0,0,true,false,true,0,0,false,false,false,false,https://github.com/apache/directory-kerby/pull/92
directory-kerby,60fac2630abd3ba6148ca027,37382.666666666664,1,1,1,1,0,0,true,false,true,0,0,false,false,false,false,https://github.com/apache/directory-kerby/pull/91
directory-kerby,60fac2660abd3ba6148ca036,2709.9333333333334,1,1,1,1,0,0,true,false,true,0,0,false,false,false,false,https://github.com/apache/directory-kerby/pull/89
directory-kerby,60fac2680abd3ba6148ca03e,7118.766666666666,1,1,1,1,0,0,true,false,true,0,0,false,false,false,false,https://github.com/apache/directory-kerby/pull/88
directory-kerby,60fac26b0abd3ba6148ca04d,1463.45,1,1,1,1,0,0,true,false,true,1,0,false,false,false,false,https://github.com/apache/directory-kerby/pull/86
directory-kerby,60fac26d0abd3ba6148ca056,1464.45,1,1,1,1,0,0,true,false,true,1,0,false,false,false,false,https://github.com/apache/directory-kerby/pull/85
directory-kerby,60fac26f0abd3ba6148ca05f,4247.833333333333,1,1,1,1,0,0,true,false,true,1,0,false,false,false,false,https://github.com/apache/directory-kerby/pull/84
directory-kerby,60fac2720abd3ba6148ca068,10125.65,1,1,1,1,0,0,true,false,true,1,0,false,false,false,false,https://github.com/apache/directory-kerby/pull/83
directory-kerby,60fac2740abd3ba6148ca071,29.033333333333335,1,1,1,1,0,0,true,false,true,0,0,false,false,false,false,https://github.com/apache/directory-kerby/pull/82
directory-kerby,60fac2760abd3ba6148ca079,7265.533333333334,1,1,1,1,0,0,true,false,true,0,0,false,false,false,false,https://github.com/apache/directory-kerby/pull/81
directory-kerby,60fac2770abd3ba6148ca081,28.083333333333332,1,1,1,1,0,0,true,false,true,1,0,false,false,false,false,https://github.com/apache/directory-kerby/pull/80
directory-kerby,60fac27a0abd3ba6148ca08a,1435.4333333333334,1,1,1,1,0,0,true,false,true,1,0,false,false,false,false,https://github.com/apache/directory-kerby/pull/79
directory-kerby,60fac27d0abd3ba6148ca093,24.466666666666665,1,1,1,1,0,0,true,false,true,1,0,false,false,false,false,https://github.com/apache/directory-kerby/pull/78
directory-kerby,60fac27f0abd3ba6148ca09c,1323.7666666666667,1,1,1,1,0,0,true,false,true,0,0,false,false,false,false,https://github.com/apache/directory-kerby/pull/77
directory-kerby,60fac2810abd3ba6148ca0a4,1341.1333333333334,1,3,3,3,0,0,true,false,true,0,0,false,false,false,false,https://github.com/apache/directory-kerby/pull/76
directory-kerby,60fac2850abd3ba6148ca0bb,19.766666666666666,1,1,1,1,0,0,true,false,true,1,0,false,false,false,false,https://github.com/apache/directory-kerby/pull/74
directory-kerby,60fac2870abd3ba6148ca0c4,19.966666666666665,1,1,1,1,0,0,true,false,true,1,0,false,false,false,false,https://github.com/apache/directory-kerby/pull/73
directory-kerby,60fac2890abd3ba6148ca0cd,17296.316666666666,1,1,1,1,0,0,true,false,true,0,0,false,false,false,false,https://github.com/apache/directory-kerby/pull/72
directory-kerby,60fac28f0abd3ba6148ca0e7,1433.0666666666666,1,1,1,1,0,0,true,false,true,1,0,false,false,false,false,https://github.com/apache/directory-kerby/pull/69
directory-kerby,60fac2910abd3ba6148ca0f0,1432.95,1,1,1,1,0,0,true,false,true,1,0,false,true,false,false,https://github.com/apache/directory-kerby/pull/68
directory-kerby,60fac2930abd3ba6148ca0f9,1432.7333333333333,1,1,1,1,0,0,true,false,true,1,0,false,false,false,false,https://github.com/apache/directory-kerby/pull/67
directory-kerby,60fac2950abd3ba6148ca102,1433.5,1,1,1,1,0,0,true,false,true,1,0,false,false,false,false,https://github.com/apache/directory-kerby/pull/66
directory-kerby,60fac2970abd3ba6148ca10b,18.15,1,1,1,1,1,0,true,false,true,0,0,false,false,false,false,https://github.com/apache/directory-kerby/pull/65
directory-kerby,60fac2990abd3ba6148ca116,29.15,1,1,1,1,0,0,true,false,true,1,0,false,false,false,false,https://github.com/apache/directory-kerby/pull/64
directory-kerby,60fac29d0abd3ba6148ca128,34.983333333333334,1,1,1,1,0,0,true,false,true,1,0,false,false,false,false,https://github.com/apache/directory-kerby/pull/62
directory-kerby,60fac29f0abd3ba6148ca131,35.166666666666664,1,1,1,1,0,0,true,false,true,1,0,false,false,false,false,https://github.com/apache/directory-kerby/pull/61
directory-kerby,60fac2a10abd3ba6148ca13a,81.05,1,1,1,1,0,0,true,false,true,0,0,false,false,false,false,https://github.com/apache/directory-kerby/pull/60
directory-kerby,60fac2a30abd3ba6148ca142,1399.4333333333334,1,1,1,1,0,0,true,false,true,1,0,false,false,false,false,https://github.com/apache/directory-kerby/pull/59
directory-kerby,60fac2a50abd3ba6148ca14b,1445.1333333333334,1,1,1,1,0,0,true,false,true,1,0,false,false,false,false,https://github.com/apache/directory-kerby/pull/58
directory-kerby,60fac2a90abd3ba6148ca15d,81.73333333333333,1,1,1,1,0,0,true,false,true,0,0,false,false,false,false,https://github.com/apache/directory-kerby/pull/56
directory-kerby,60fac2b10abd3ba6148ca1a3,16203.9,3,345,7,15,2,4,false,true,false,0,0,false,true,false,false,https://github.com/apache/directory-kerby/pull/52
directory-kerby,60fac2c20abd3ba6148ca251,2109.5833333333335,1,73,4,2,5,0,false,true,false,0,1,true,true,false,true,https://github.com/apache/directory-kerby/pull/46
directory-kerby,60fac2c50abd3ba6148ca262,347743.7833333333,2,131,13,1,0,4,false,true,false,1,1,false,false,false,false,https://github.com/apache/directory-kerby/pull/45
directory-kerby,60fac2c90abd3ba6148ca276,1168.0833333333333,1,1,0,1,0,0,false,true,false,1,0,true,false,true,false,https://github.com/apache/directory-kerby/pull/44
directory-kerby,60fac2cb0abd3ba6148ca27d,15549.183333333332,3,61,37,4,3,0,false,false,false,0,0,false,false,false,true,https://github.com/apache/directory-kerby/pull/43
cxf-fediz,60fd7add1e04701a7a065258,749.5666666666667,1,63,55,6,0,0,false,true,false,1,0,false,false,false,false,https://github.com/apache/cxf-fediz/pull/61
cxf-fediz,60fd7adf1e04701a7a065264,25612.533333333333,1,64,6,1,1,0,false,true,false,0,0,false,false,false,false,https://github.com/apache/cxf-fediz/pull/60
cxf-fediz,60fd7ae31e04701a7a065289,3498.45,1,105,256,10,0,0,false,false,false,1,0,false,false,false,false,https://github.com/apache/cxf-fediz/pull/58
cxf-fediz,60fd7ae51e04701a7a06529a,2352.016666666667,2,96,3,4,2,4,false,true,false,1,1,false,false,false,false,https://github.com/apache/cxf-fediz/pull/57
cxf-fediz,60fd7ae71e04701a7a0652b0,4232.5,2,23,7,1,0,2,false,true,false,1,1,false,false,false,false,https://github.com/apache/cxf-fediz/pull/56
cxf-fediz,60fd7aea1e04701a7a0652bd,5600.35,2,77,4,1,0,2,false,true,false,1,1,false,false,false,false,https://github.com/apache/cxf-fediz/pull/55
cxf-fediz,60fd7aed1e04701a7a0652ca,7083.5,2,95,68,5,2,0,false,true,false,1,1,false,false,false,false,https://github.com/apache/cxf-fediz/pull/54
cxf-fediz,60fd7af71e04701a7a06531a,142316.16666666666,1,2,7,2,0,0,false,true,false,1,0,true,false,true,false,https://github.com/apache/cxf-fediz/pull/49
cxf-fediz,60fd7afb1e04701a7a065328,12750.733333333334,3,21,0,1,3,0,false,false,false,1,1,false,false,false,false,https://github.com/apache/cxf-fediz/pull/47
cxf-fediz,60fd7b011e04701a7a06535e,3015.85,3,263,402,5,0,0,false,true,false,0,0,false,true,false,false,https://github.com/apache/cxf-fediz/pull/44
cxf-fediz,60fd7b081e04701a7a065396,583165.0166666667,1,50,32,11,4,0,false,false,false,1,0,false,true,false,false,https://github.com/apache/cxf-fediz/pull/40
cxf-fediz,60fd7b0c1e04701a7a0653d0,15747.1,1,8,12,1,0,0,false,false,false,1,0,false,false,false,false,https://github.com/apache/cxf-fediz/pull/38
cxf-fediz,60fd7b141e04701a7a0653f3,65.96666666666667,1,3,0,3,0,0,false,false,false,0,0,false,false,false,false,https://github.com/apache/cxf-fediz/pull/32
cxf-fediz,60fd7b151e04701a7a0653fc,49.4,1,3,0,3,0,0,false,false,false,0,0,false,false,false,false,https://github.com/apache/cxf-fediz/pull/31
cxf-fediz,60fd7b171e04701a7a065405,4164.05,1,22,12,4,0,0,false,true,false,0,0,true,false,true,false,https://github.com/apache/cxf-fediz/pull/30
cxf-fediz,60fd7b191e04701a7a06540f,4220.266666666666,1,34,18,6,3,0,false,true,false,0,0,true,false,true,false,https://github.com/apache/cxf-fediz/pull/29
cxf-fediz,60fd7b1c1e04701a7a065422,2705.483333333333,1,27,4,4,0,0,false,true,false,0,0,true,false,false,false,https://github.com/apache/cxf-fediz/pull/27
juddi,6167e68b0a1261750fadd726,15584.666666666666,1,56,2371,58,0,0,false,true,true,1,0,false,true,false,false,https://github.com/apache/juddi/pull/8
juddi,6167e68f0a1261750fadd769,48706.61666666667,1,1,1,1,0,0,false,false,false,1,0,false,false,false,false,https://github.com/apache/juddi/pull/7
juddi,6167e6910a1261750fadd770,856676.5833333334,1,5,5,5,1,0,false,true,false,0,0,false,false,false,false,https://github.com/apache/juddi/pull/1
velocity-tools,615c0ab84713524325fb899c,15650.8,1,46,0,1,2,0,false,false,false,0,0,false,false,false,true,https://github.com/apache/velocity-tools/pull/10
velocity-engine,615b19ea9118a9eccdc589d0,23484.283333333333,1,2,1,1,2,0,false,true,false,1,0,false,false,false,false,https://github.com/apache/velocity-engine/pull/24
velocity-engine,615b19f29118a9eccdc589f1,951.85,1,41,7,3,0,0,false,true,false,0,0,false,true,false,false,https://github.com/apache/velocity-engine/pull/20
velocity-engine,615b19f49118a9eccdc589f9,2606.85,1,2,2,2,1,0,false,false,false,0,0,false,false,false,false,https://github.com/apache/velocity-engine/pull/19
velocity-engine,615b19f69118a9eccdc58a03,7079.866666666667,1,52,17,4,4,0,false,true,false,0,0,false,true,false,true,https://github.com/apache/velocity-engine/pull/18
velocity-engine,615b19fa9118a9eccdc58a1c,293757.1,6,77,38,3,6,2,false,true,false,0,0,false,true,false,false,https://github.com/apache/velocity-engine/pull/16
velocity-engine,615b19fe9118a9eccdc58a42,4439.45,1,6,1,1,1,0,false,true,false,0,0,false,false,false,false,https://github.com/apache/velocity-engine/pull/15
reef,615b1a16643d137a0d55a9f0,184.43333333333334,1,8,3,1,1,0,false,true,false,0,0,false,false,false,false,https://github.com/apache/reef/pull/1475
reef,615b1a97643d137a0d55ae93,23516.083333333332,1,8,3,1,2,4,false,true,false,1,0,false,false,false,false,https://github.com/apache/reef/pull/1463
reef,615b1ec1643d137a0d55d7d6,6669.9,2,23,3,2,3,3,false,true,false,0,0,true,false,false,false,https://github.com/apache/reef/pull/1276
reef,615b29d7643d137a0d561828,28.933333333333334,1,8,8,1,6,0,false,false,false,0,0,true,false,false,true,https://github.com/apache/reef/pull/754
reef,615b2b95643d137a0d56344d,17787.933333333334,1,23,16,1,9,0,false,true,false,0,0,true,false,false,true,https://github.com/apache/reef/pull/520
reef,615b2ba4643d137a0d5634ea,254.78333333333333,1,1,1,1,13,0,false,true,false,0,0,true,false,false,true,https://github.com/apache/reef/pull/512
reef,615b2d33643d137a0d564c15,8641.15,1,300,237,34,9,0,false,true,false,0,0,false,true,false,true,https://github.com/apache/reef/pull/307
reef,615b2e68643d137a0d5669b8,299.1333333333333,1,43,42,21,7,0,false,true,false,0,0,true,true,false,false,https://github.com/apache/reef/pull/160
reef,615b3630643d137a0d5673f5,2423.65,1,29,26,3,5,0,false,false,false,0,0,false,false,false,false,https://github.com/apache/reef/pull/77
maven-archetype,616807a4a18b6c9bb18feefb,12835.483333333334,4,242,131,3,9,20,false,true,false,1,0,true,true,true,false,https://github.com/apache/maven-archetype/pull/64
maven-archetype,616807c2a18b6c9bb18fefdd,30.2,1,28,5,1,0,0,false,false,true,0,0,false,false,false,false,https://github.com/apache/maven-archetype/pull/53
maven-archetype,616807c4a18b6c9bb18fefe4,47.56666666666667,1,1,1,1,2,0,false,false,true,0,0,false,false,false,false,https://github.com/apache/maven-archetype/pull/52
maven-archetype,616807cba18b6c9bb18ff004,18058.316666666666,1,1,1,1,0,0,false,false,true,0,0,false,false,false,false,https://github.com/apache/maven-archetype/pull/48
maven-archetype,616807cda18b6c9bb18ff00b,10034.383333333333,1,1,1,1,0,0,false,false,true,0,0,false,false,false,false,https://github.com/apache/maven-archetype/pull/47
maven-archetype,616807cea18b6c9bb18ff012,25.766666666666666,1,3,0,1,0,0,false,false,true,1,0,false,false,false,false,https://github.com/apache/maven-archetype/pull/46
maven-archetype,616807d2a18b6c9bb18ff02d,114.85,1,54,58,4,0,0,false,true,true,1,0,false,true,false,false,https://github.com/apache/maven-archetype/pull/44
maven-archetype,616807dba18b6c9bb18ff05b,109.96666666666667,1,1,1,1,0,0,false,false,true,1,0,false,false,false,false,https://github.com/apache/maven-archetype/pull/40
maven-archetype,616807dda18b6c9bb18ff067,119.35,1,1,1,1,0,0,false,false,true,1,0,false,false,false,false,https://github.com/apache/maven-archetype/pull/39
maven-archetype,616807dfa18b6c9bb18ff073,124.36666666666666,1,3,3,2,0,0,false,false,true,1,0,false,false,false,false,https://github.com/apache/maven-archetype/pull/38
maven-archetype,61680810a18b6c9bb18ff22c,855.15,1,11,11,11,0,0,false,true,false,0,0,false,true,false,false,https://github.com/apache/maven-archetype/pull/22
maven-doxia,615c1fbe0dd71cd434690ed3,528.3,1,0,31,2,0,0,false,false,true,1,0,false,false,false,true,https://github.com/apache/maven-doxia/pull/37
maven-doxia,615c1fea0dd71cd434690fc2,800.0833333333334,1,1,1,1,0,0,false,false,false,1,0,false,false,false,false,https://github.com/apache/maven-doxia/pull/18
maven-doxia,615c1ff50dd71cd43469104f,2057.85,1,81,3,2,0,0,false,true,false,0,0,true,true,true,true,https://github.com/apache/maven-doxia/pull/13
maven-doxia,615c1ff60dd71cd434691056,476529.5333333333,1,16,22,2,0,0,false,true,false,0,0,false,false,false,true,https://github.com/apache/maven-doxia/pull/12
maven-doxia,615c1fff0dd71cd4346910c8,679011.35,1,55,22,10,0,0,false,true,false,0,0,true,true,false,true,https://github.com/apache/maven-doxia/pull/9
nutch,5ff2f0dff19695bc142e8982,8501.4,1,5,2,1,0,0,false,true,false,0,0,true,false,false,false,https://github.com/apache/nutch/pull/357
nutch,5ff2f0e5f19695bc142e89b3,3970.6833333333334,2,31,0,3,1,0,false,true,false,0,0,false,false,false,false,https://github.com/apache/nutch/pull/354
nutch,5ff2f0e7f19695bc142e89bf,8478.966666666667,1,134,17,2,0,0,false,true,false,0,0,true,true,false,false,https://github.com/apache/nutch/pull/353
nutch,5ff2f0e9f19695bc142e89c7,10109.433333333332,1,33,28,1,0,0,false,true,false,0,0,true,false,false,false,https://github.com/apache/nutch/pull/352
nutch,5ff2f0eaf19695bc142e89ce,667.3833333333333,1,100,138,7,1,0,false,true,false,0,0,false,false,false,false,https://github.com/apache/nutch/pull/351
nutch,5ff2f0ecf19695bc142e89df,5078.916666666667,1,1,1,1,0,0,false,false,false,0,0,true,false,false,false,https://github.com/apache/nutch/pull/350
nutch,5ff2f0eef19695bc142e89e6,11624.816666666668,2,41,51,7,2,2,false,true,false,0,0,true,false,false,false,https://github.com/apache/nutch/pull/349
nutch,5ff2f0f1f19695bc142e89ff,941.7333333333333,1,3,6,1,1,0,false,true,false,0,0,false,false,true,false,https://github.com/apache/nutch/pull/348
nutch,5ff2f0f3f19695bc142e8a08,1620.4333333333334,11,1540,86,25,0,0,false,true,false,0,0,true,true,true,false,https://github.com/apache/nutch/pull/347
nutch,5ff2f0f5f19695bc142e8a31,5804.933333333333,1,1,1,1,0,0,false,false,false,0,0,false,false,false,false,https://github.com/apache/nutch/pull/346
nutch,5ff2f0f7f19695bc142e8a38,6077.816666666667,1,1,3,1,0,0,false,false,false,0,0,false,false,false,false,https://github.com/apache/nutch/pull/345
nutch,5ff2f0f9f19695bc142e8a3f,9852.683333333332,2,37,19,2,0,0,false,true,false,0,0,true,true,false,false,https://github.com/apache/nutch/pull/344
nutch,5ff2f0fbf19695bc142e8a48,2883.75,1,9,7,1,0,0,false,false,false,0,0,false,false,false,false,https://github.com/apache/nutch/pull/343
nutch,5ff2f0fcf19695bc142e8a4f,2987.95,1,3,1,1,0,0,false,true,false,0,0,true,false,false,false,https://github.com/apache/nutch/pull/342
nutch,5ff2f0fef19695bc142e8a56,1760.45,1,1,1,1,0,0,false,false,false,0,0,true,false,false,false,https://github.com/apache/nutch/pull/341
nutch,5ff2f100f19695bc142e8a5d,34029.71666666667,3,730,19,19,3,0,false,true,false,0,0,false,false,false,false,https://github.com/apache/nutch/pull/340
nutch,5ff2f102f19695bc142e8a7f,2815.483333333333,1,1,1,1,0,0,false,true,false,0,0,true,false,false,false,https://github.com/apache/nutch/pull/339
nutch,5ff2f104f19695bc142e8a86,15275.016666666666,1,38,2,3,0,0,false,true,false,0,0,false,false,false,false,https://github.com/apache/nutch/pull/338
nutch,5ff2f106f19695bc142e8a91,2659.883333333333,1,2,3,1,0,0,false,true,false,0,0,true,false,false,false,https://github.com/apache/nutch/pull/337
nutch,5ff2f108f19695bc142e8a98,11416.3,5,276,200,17,0,0,false,true,false,0,0,true,true,false,false,https://github.com/apache/nutch/pull/336
nutch,5ff2f109f19695bc142e8ab3,12400.433333333332,3,1029,311,23,3,0,false,true,false,0,0,false,false,false,false,https://github.com/apache/nutch/pull/335
nutch,5ff2f10cf19695bc142e8adb,28336.733333333334,1,31,13,3,0,0,false,true,false,0,0,false,false,false,false,https://github.com/apache/nutch/pull/334
nutch,5ff2f10ef19695bc142e8ae4,1538.2333333333333,1,13,0,1,1,0,false,false,false,0,0,false,false,false,false,https://github.com/apache/nutch/pull/333
nutch,5ff2f12bf19695bc142e9022,24283.15,1,3,1,1,0,0,false,true,false,0,0,true,false,false,false,https://github.com/apache/nutch/pull/331
nutch,5ff2f12ff19695bc142e9031,32549.716666666667,1,14,3,1,2,0,false,true,false,0,0,true,false,false,false,https://github.com/apache/nutch/pull/329
nutch,5ff2f131f19695bc142e903b,49180.73333333333,6,1424,22,21,4,0,false,true,false,0,0,true,true,false,false,https://github.com/apache/nutch/pull/328
nutch,5ff2f133f19695bc142e9066,6393.733333333334,1,1,0,1,2,0,false,true,false,0,0,true,false,false,false,https://github.com/apache/nutch/pull/327
nutch,5ff2f135f19695bc142e9070,4066.383333333333,1,6,3,1,0,0,false,true,false,0,0,true,false,false,false,https://github.com/apache/nutch/pull/326
nutch,5ff2f137f19695bc142e9077,4261.683333333333,1,1,1,1,1,0,false,true,false,0,0,true,false,false,false,https://github.com/apache/nutch/pull/325
nutch,5ff2f139f19695bc142e907f,4384.216666666666,1,20,8,3,0,0,false,true,false,0,0,true,false,false,false,https://github.com/apache/nutch/pull/324
nutch,5ff2f13bf19695bc142e9088,5191.433333333333,1,15,11,1,0,0,false,true,false,0,0,true,false,false,false,https://github.com/apache/nutch/pull/323
nutch,5ff2f13cf19695bc142e908f,5262.083333333333,3,147,122,15,0,0,false,true,false,0,0,true,true,true,false,https://github.com/apache/nutch/pull/322
nutch,5ff2f13ef19695bc142e90a6,5262.766666666666,1,4,7,4,0,0,false,true,false,0,0,true,false,false,false,https://github.com/apache/nutch/pull/321
nutch,5ff2f140f19695bc142e90b0,5956.316666666667,1,2,6,2,0,0,false,true,false,0,0,true,false,false,false,https://github.com/apache/nutch/pull/320
nutch,5ff2f142f19695bc142e90b8,6796.5,1,11,11,6,0,0,false,true,false,0,0,false,false,false,false,https://github.com/apache/nutch/pull/319
nutch,5ff2f144f19695bc142e90c4,7607.05,1,7,0,1,0,0,false,true,false,0,0,true,false,false,false,https://github.com/apache/nutch/pull/318
nutch,5ff2f145f19695bc142e90cc,12978.266666666666,2,90,107,5,0,0,false,true,false,0,0,true,true,true,false,https://github.com/apache/nutch/pull/317
nutch,5ff2f147f19695bc142e90d8,988.9,1,46,27,2,0,0,false,true,false,0,0,true,false,false,false,https://github.com/apache/nutch/pull/316
nutch,5ff2f149f19695bc142e90e0,14669.216666666667,1,10,10,9,0,0,false,true,false,0,0,true,false,false,false,https://github.com/apache/nutch/pull/315
nutch,5ff2f14bf19695bc142e90ef,119.56666666666666,2,13,13,9,0,0,false,true,false,0,0,false,false,false,false,https://github.com/apache/nutch/pull/314
nutch,5ff2f14df19695bc142e9101,1332.9833333333333,1,22,3,1,0,0,false,true,false,0,0,true,false,false,false,https://github.com/apache/nutch/pull/313
nutch,5ff2f14ef19695bc142e9108,1334.55,1,17,1,1,1,0,false,true,false,0,0,true,false,false,false,https://github.com/apache/nutch/pull/312
nutch,5ff2f150f19695bc142e9110,103889.26666666666,2,31,28,2,0,0,false,true,false,0,0,true,false,false,false,https://github.com/apache/nutch/pull/311
nutch,5ff2f152f19695bc142e9118,2885.883333333333,1,140,99,3,1,0,false,true,false,0,0,true,false,true,false,https://github.com/apache/nutch/pull/310
nutch,5ff2f154f19695bc142e9122,4233.533333333334,1,2,0,1,0,0,false,true,false,0,0,true,false,true,false,https://github.com/apache/nutch/pull/309
nutch,5ff2f156f19695bc142e9129,8148.7,1,2,0,1,0,0,false,true,false,0,0,true,false,false,false,https://github.com/apache/nutch/pull/308
nutch,5ff2f15ef19695bc142e9175,8413.083333333334,4,174,210,6,8,0,false,true,false,0,0,false,true,false,false,https://github.com/apache/nutch/pull/306
nutch,5ff2f160f19695bc142e919c,1667.25,1,48,22,1,1,0,false,true,false,0,0,true,false,false,false,https://github.com/apache/nutch/pull/305
nutch,5ff2f167f19695bc142e91dd,7234.816666666667,1,107,49,3,1,0,false,true,false,0,0,false,false,false,false,https://github.com/apache/nutch/pull/303
nutch,5ff2f16ff19695bc142e9240,11563.6,1,14,4,1,0,0,false,true,false,0,0,true,false,false,false,https://github.com/apache/nutch/pull/301
nutch,5ff2f176f19695bc142e925e,16079.033333333333,1,1,1,1,0,0,false,true,false,0,0,true,false,false,false,https://github.com/apache/nutch/pull/298
nutch,5ff2f177f19695bc142e9264,17376.116666666665,1,44,6,2,0,0,false,true,false,0,0,false,false,false,false,https://github.com/apache/nutch/pull/297
nutch,5ff2f179f19695bc142e926d,1186.9,1,10,9,1,1,0,false,true,false,0,0,true,false,false,false,https://github.com/apache/nutch/pull/296
nutch,5ff2f17bf19695bc142e9275,18307.716666666667,3,706,791,150,1,4,false,true,false,2,0,false,false,true,false,https://github.com/apache/nutch/pull/295
nutch,5ff2f181f19695bc142e9324,172935.85,10,865,0,11,13,0,false,true,false,0,0,false,true,false,false,https://github.com/apache/nutch/pull/294
nutch,5ff2f183f19695bc142e935f,8617.1,1,163,168,2,1,0,false,true,false,0,0,true,false,true,false,https://github.com/apache/nutch/pull/293
nutch,5ff2f185f19695bc142e9369,71630.76666666666,1,22,0,1,0,0,false,false,false,0,0,false,false,false,false,https://github.com/apache/nutch/pull/292
nutch,5ff2f18bf19695bc142e939a,1199.4833333333333,1,1,1,1,1,0,false,true,false,0,0,true,false,false,false,https://github.com/apache/nutch/pull/289
nutch,5ff2f18df19695bc142e93a2,1202.75,1,1,1,1,1,0,false,true,false,0,0,true,false,false,false,https://github.com/apache/nutch/pull/288
nutch,5ff2f18ff19695bc142e93aa,1181.9333333333334,1,3,1,1,1,0,false,false,false,0,0,false,false,false,false,https://github.com/apache/nutch/pull/287
nutch,5ff2f195f19695bc142e93d0,888.85,1,5,5,4,0,0,false,true,false,0,0,true,false,false,false,https://github.com/apache/nutch/pull/284
nutch,5ff2f196f19695bc142e93d9,7.716666666666667,1,1,1,1,0,0,false,false,false,0,0,true,false,false,false,https://github.com/apache/nutch/pull/283
nutch,5ff2f199f19695bc142e93df,189308.18333333332,1,1,0,1,0,3,false,true,false,0,0,true,false,false,false,https://github.com/apache/nutch/pull/282
nutch,5ff2f19df19695bc142e93ef,101.53333333333333,1,12,1,2,1,0,false,false,false,0,0,false,false,false,false,https://github.com/apache/nutch/pull/281
nutch,5ff2f19ff19695bc142e93f8,270.3666666666667,2,45,19,3,7,0,false,true,false,0,0,false,true,false,false,https://github.com/apache/nutch/pull/280
nutch,5ff2f1aaf19695bc142e9456,9852.383333333333,3,14,11,1,0,0,false,true,false,0,0,true,false,false,false,https://github.com/apache/nutch/pull/277
nutch,5ff2f1acf19695bc142e945f,8196.216666666667,2,29,23,2,1,0,false,true,false,0,0,false,false,false,false,https://github.com/apache/nutch/pull/276
nutch,5ff2f1b3f19695bc142e947f,2383.0333333333333,1,61,33,1,2,0,false,false,false,0,0,false,false,false,false,https://github.com/apache/nutch/pull/273
nutch,5ff2f1b4f19695bc142e9487,10070.866666666667,3,18,14,1,0,0,false,true,false,0,0,true,false,false,false,https://github.com/apache/nutch/pull/272
nutch,5ff2f1b6f19695bc142e948f,6496.933333333333,3,81,55,1,4,0,false,false,false,0,0,false,false,false,false,https://github.com/apache/nutch/pull/271
nutch,5ff2f1b8f19695bc142e949e,197.36666666666667,2,35,13,1,1,0,false,false,false,1,0,false,false,false,false,https://github.com/apache/nutch/pull/270
nutch,5ff2f1baf19695bc142e94ab,1126.2166666666667,1,7,3,1,2,0,false,true,false,0,0,true,false,true,false,https://github.com/apache/nutch/pull/269
nutch,5ff2f1bef19695bc142e94c6,3.3333333333333335,1,1,1,1,0,0,false,true,false,0,0,true,false,false,false,https://github.com/apache/nutch/pull/267
nutch,5ff2f1c0f19695bc142e94cc,59.916666666666664,1,6,13,1,0,0,false,false,false,0,0,true,false,false,false,https://github.com/apache/nutch/pull/266
nutch,5ff2f1c1f19695bc142e94d3,1189.1166666666666,1,4,1,1,0,0,false,false,false,0,0,true,false,false,false,https://github.com/apache/nutch/pull/265
nutch,5ff2f1c3f19695bc142e94da,1779.35,2,72,57,2,0,0,false,true,false,0,0,true,false,false,false,https://github.com/apache/nutch/pull/264
nutch,5ff2f1c5f19695bc142e94e3,2328.8,2,207,16,7,0,0,false,true,false,0,0,true,true,true,false,https://github.com/apache/nutch/pull/263
nutch,5ff2f1c7f19695bc142e94f2,315.23333333333335,1,8,10,2,0,0,false,false,false,1,0,false,false,false,false,https://github.com/apache/nutch/pull/262
nutch,5ff2f1c9f19695bc142e94fb,292.8333333333333,1,8,8,1,0,0,false,false,false,1,0,true,false,false,false,https://github.com/apache/nutch/pull/261
nutch,5ff2f1cbf19695bc142e9503,338.1,1,3,1,1,0,0,false,false,false,1,0,false,false,false,false,https://github.com/apache/nutch/pull/260
nutch,5ff2f1cdf19695bc142e950c,263.3333333333333,2,77,56,5,1,0,false,false,false,0,0,false,false,false,false,https://github.com/apache/nutch/pull/259
nutch,5ff2f1cff19695bc142e9519,0.8,3,66,63,4,0,0,false,true,false,0,0,false,false,false,false,https://github.com/apache/nutch/pull/258
nutch,5ff2f1d0f19695bc142e9525,4514.316666666667,7,85,10,3,10,1,false,true,false,1,0,false,false,false,false,https://github.com/apache/nutch/pull/257
nutch,5ff2f1d6f19695bc142e9556,8246.15,2,124,160,1,0,0,false,true,false,0,0,true,false,false,false,https://github.com/apache/nutch/pull/255
nutch,5ff2f1daf19695bc142e957b,9293.266666666666,1,2,3,1,8,0,false,false,false,0,0,false,false,false,false,https://github.com/apache/nutch/pull/253
nutch,5ff2f1dcf19695bc142e959a,955.7833333333333,1,227,97,2,0,0,false,true,false,0,0,false,false,true,false,https://github.com/apache/nutch/pull/252
nutch,5ff2f1def19695bc142e95a2,340.45,1,5,10,6,2,0,false,true,false,0,0,true,false,false,false,https://github.com/apache/nutch/pull/251
nutch,5ff2f1e0f19695bc142e95b3,72185.25,3,58,37,6,4,3,false,true,false,1,1,false,false,false,false,https://github.com/apache/nutch/pull/250
